category,year,quantity_name,average_trade_usd
01_live_animals,1989,Weight in kilograms,351970.2
01_live_animals,1990,Weight in kilograms,470841.125
01_live_animals,1991,Weight in kilograms,532389.8181818182
01_live_animals,1992,Weight in kilograms,1222290.3636363635
01_live_animals,1993,Weight in kilograms,969928.3636363636
01_live_animals,1994,Weight in kilograms,536871.7777777778
01_live_animals,1995,Weight in kilograms,636305.0
01_live_animals,1996,Weight in kilograms,730179.875
01_live_animals,1997,Weight in kilograms,623720.4545454546
01_live_animals,1998,Weight in kilograms,1026265.8571428572
01_live_animals,1999,Weight in kilograms,864058.8888888889
01_live_animals,2000,Number of items,947752.0
01_live_animals,2001,Number of items,546272.5555555555
01_live_animals,2002,Number of items,519404.375
01_live_animals,2003,Number of items,1441110.0
01_live_animals,2004,Number of items,2526218.1428571427
01_live_animals,2005,Number of items,4645887.444444444
01_live_animals,2006,Number of items,10531234.25
01_live_animals,2007,Number of items,28491355.1
01_live_animals,2008,Number of items,37961990.27272727
01_live_animals,2009,Number of items,47114064.8
01_live_animals,2010,Number of items,77475318.1111111
01_live_animals,2011,Number of items,49165990.8
01_live_animals,2012,Number of items,58415213.72727273
01_live_animals,2013,Number of items,86955326.77777778
01_live_animals,2014,Number of items,92774914.625
01_live_animals,2015,Number of items,25286922.545454547
01_live_animals,2016,Number of items,28375283.4
02_meat_and_edible_meat_offal,1989,Weight in kilograms,14544145.46875
02_meat_and_edible_meat_offal,1990,Weight in kilograms,13322243.333333334
02_meat_and_edible_meat_offal,1991,Weight in kilograms,19998054.5
02_meat_and_edible_meat_offal,1992,Weight in kilograms,22235103.692307692
02_meat_and_edible_meat_offal,1993,Weight in kilograms,27777943.472222224
02_meat_and_edible_meat_offal,1994,Weight in kilograms,32733910.16129032
02_meat_and_edible_meat_offal,1995,Weight in kilograms,26192203.864864863
02_meat_and_edible_meat_offal,1996,Weight in kilograms,41344936.0
02_meat_and_edible_meat_offal,1997,Weight in kilograms,35005195.324324325
02_meat_and_edible_meat_offal,1998,Weight in kilograms,35651838.22857143
02_meat_and_edible_meat_offal,1999,Weight in kilograms,40245865.55263158
02_meat_and_edible_meat_offal,2000,No Quantity,153028.0
02_meat_and_edible_meat_offal,2000,Weight in kilograms,41164625.15384615
02_meat_and_edible_meat_offal,2001,No Quantity,76365.0
02_meat_and_edible_meat_offal,2001,Weight in kilograms,70907291.0
02_meat_and_edible_meat_offal,2002,Weight in kilograms,70545641.71794872
02_meat_and_edible_meat_offal,2003,Weight in kilograms,93357796.51282051
02_meat_and_edible_meat_offal,2004,Weight in kilograms,142275109.97435898
02_meat_and_edible_meat_offal,2005,Weight in kilograms,184067189.56410256
02_meat_and_edible_meat_offal,2006,Weight in kilograms,188237311.53846154
02_meat_and_edible_meat_offal,2007,Weight in kilograms,234471802.97560975
02_meat_and_edible_meat_offal,2008,Weight in kilograms,323424740.81578946
02_meat_and_edible_meat_offal,2009,Weight in kilograms,299843803.1515151
02_meat_and_edible_meat_offal,2010,Weight in kilograms,339383733.2
02_meat_and_edible_meat_offal,2011,Weight in kilograms,370888545.5405405
02_meat_and_edible_meat_offal,2012,Weight in kilograms,370346843.4324324
02_meat_and_edible_meat_offal,2013,Weight in kilograms,492874371.4
02_meat_and_edible_meat_offal,2014,Weight in kilograms,513906360.93333334
02_meat_and_edible_meat_offal,2015,Weight in kilograms,384634896.85294116
02_meat_and_edible_meat_offal,2016,Weight in kilograms,421859783.2
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1989,Weight in kilograms,3150434.7
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1990,Weight in kilograms,4349268.25
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1991,Weight in kilograms,4974412.935483871
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1992,Weight in kilograms,3774389.3488372094
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1993,Weight in kilograms,4270319.162790698
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1994,Weight in kilograms,4667772.833333333
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1995,Weight in kilograms,3495513.5476190476
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1996,Weight in kilograms,3726329.606060606
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1997,Weight in kilograms,2903088.8157894737
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1998,Weight in kilograms,3076016.1470588236
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,1999,Weight in kilograms,2790629.688888889
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2000,Weight in kilograms,4136997.5636363635
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2001,Weight in kilograms,5331744.882352941
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2002,Weight in kilograms,6826386.673469388
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2003,Weight in kilograms,8242559.6
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2004,Weight in kilograms,9464090.75
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2005,Weight in kilograms,9096435.558139535
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2006,Weight in kilograms,8003981.636363637
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2007,Weight in kilograms,5803334.326530612
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2008,Weight in kilograms,5988207.025
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2009,Weight in kilograms,5462519.838709678
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2010,Weight in kilograms,6874971.137931035
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2011,Weight in kilograms,5457384.3513513515
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2012,Weight in kilograms,5215586.305555556
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2013,Weight in kilograms,7172249.964285715
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2014,Weight in kilograms,6854551.928571428
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2015,Weight in kilograms,6696042.516129033
03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,2016,Weight in kilograms,6452443.028571429
04_dairy_products_eggs_honey_edible_animal_product_nes,1989,Number of items,760340.3333333334
04_dairy_products_eggs_honey_edible_animal_product_nes,1989,Volume in litres,210515.16666666666
04_dairy_products_eggs_honey_edible_animal_product_nes,1989,Weight in kilograms,59596.57142857143
04_dairy_products_eggs_honey_edible_animal_product_nes,1990,Number of items,803542.6666666666
04_dairy_products_eggs_honey_edible_animal_product_nes,1990,Volume in litres,75889.4
04_dairy_products_eggs_honey_edible_animal_product_nes,1990,Weight in kilograms,24730.5
04_dairy_products_eggs_honey_edible_animal_product_nes,1991,Number of items,1154754.5
04_dairy_products_eggs_honey_edible_animal_product_nes,1991,Volume in litres,120013.83333333333
04_dairy_products_eggs_honey_edible_animal_product_nes,1991,Weight in kilograms,97023.5
04_dairy_products_eggs_honey_edible_animal_product_nes,1992,Number of items,1339421.8
04_dairy_products_eggs_honey_edible_animal_product_nes,1992,Volume in litres,109846.2
04_dairy_products_eggs_honey_edible_animal_product_nes,1992,Weight in kilograms,911742.7272727273
04_dairy_products_eggs_honey_edible_animal_product_nes,1993,Number of items,1009808.2
04_dairy_products_eggs_honey_edible_animal_product_nes,1993,Volume in litres,128147.8
04_dairy_products_eggs_honey_edible_animal_product_nes,1993,Weight in kilograms,2025725.7272727273
04_dairy_products_eggs_honey_edible_animal_product_nes,1994,Number of items,1086564.3333333333
04_dairy_products_eggs_honey_edible_animal_product_nes,1994,Volume in litres,170205.7142857143
04_dairy_products_eggs_honey_edible_animal_product_nes,1994,Weight in kilograms,215230.8
04_dairy_products_eggs_honey_edible_animal_product_nes,1995,Number of items,858226.5
04_dairy_products_eggs_honey_edible_animal_product_nes,1995,Volume in litres,290580.0
04_dairy_products_eggs_honey_edible_animal_product_nes,1995,Weight in kilograms,365271.54545454547
04_dairy_products_eggs_honey_edible_animal_product_nes,1996,Number of items,1013402.2
04_dairy_products_eggs_honey_edible_animal_product_nes,1996,Volume in litres,310690.0
04_dairy_products_eggs_honey_edible_animal_product_nes,1996,Weight in kilograms,1641087.3636363635
04_dairy_products_eggs_honey_edible_animal_product_nes,1997,Number of items,1895252.6
04_dairy_products_eggs_honey_edible_animal_product_nes,1997,Volume in litres,181561.375
04_dairy_products_eggs_honey_edible_animal_product_nes,1997,Weight in kilograms,769548.3636363636
04_dairy_products_eggs_honey_edible_animal_product_nes,1998,Number of items,3463570.6
04_dairy_products_eggs_honey_edible_animal_product_nes,1998,Volume in litres,259535.85714285713
04_dairy_products_eggs_honey_edible_animal_product_nes,1998,Weight in kilograms,607513.1818181818
04_dairy_products_eggs_honey_edible_animal_product_nes,1999,Number of items,1484420.6
04_dairy_products_eggs_honey_edible_animal_product_nes,1999,Volume in litres,437682.25
04_dairy_products_eggs_honey_edible_animal_product_nes,1999,Weight in kilograms,430434.36363636365
04_dairy_products_eggs_honey_edible_animal_product_nes,2000,Weight in kilograms,1043226.375
04_dairy_products_eggs_honey_edible_animal_product_nes,2001,Weight in kilograms,1864203.0869565217
04_dairy_products_eggs_honey_edible_animal_product_nes,2002,Weight in kilograms,2939042.88
04_dairy_products_eggs_honey_edible_animal_product_nes,2003,Weight in kilograms,4223752.16
04_dairy_products_eggs_honey_edible_animal_product_nes,2004,Weight in kilograms,6333779.0
04_dairy_products_eggs_honey_edible_animal_product_nes,2005,Weight in kilograms,7238294.56
04_dairy_products_eggs_honey_edible_animal_product_nes,2006,Weight in kilograms,7660935.04
04_dairy_products_eggs_honey_edible_animal_product_nes,2007,Weight in kilograms,14403273.166666666
04_dairy_products_eggs_honey_edible_animal_product_nes,2008,Weight in kilograms,25868335.36
04_dairy_products_eggs_honey_edible_animal_product_nes,2009,Weight in kilograms,12436721.958333334
04_dairy_products_eggs_honey_edible_animal_product_nes,2010,Weight in kilograms,12060554.96
04_dairy_products_eggs_honey_edible_animal_product_nes,2011,Weight in kilograms,11255878.84
04_dairy_products_eggs_honey_edible_animal_product_nes,2012,Weight in kilograms,10587814.208333334
04_dairy_products_eggs_honey_edible_animal_product_nes,2013,Weight in kilograms,9253270.791666666
04_dairy_products_eggs_honey_edible_animal_product_nes,2014,Weight in kilograms,22079762.166666668
04_dairy_products_eggs_honey_edible_animal_product_nes,2015,Weight in kilograms,19686626.416666668
04_dairy_products_eggs_honey_edible_animal_product_nes,2016,Weight in kilograms,13012587.166666666
05_products_of_animal_origin_nes,1989,Weight in kilograms,2808044.5
05_products_of_animal_origin_nes,1990,Weight in kilograms,1922490.8461538462
05_products_of_animal_origin_nes,1991,Weight in kilograms,1930615.0
05_products_of_animal_origin_nes,1992,Weight in kilograms,3795335.5
05_products_of_animal_origin_nes,1993,Weight in kilograms,3657927.9285714286
05_products_of_animal_origin_nes,1994,Weight in kilograms,4649809.692307692
05_products_of_animal_origin_nes,1995,Weight in kilograms,5386502.461538462
05_products_of_animal_origin_nes,1996,Weight in kilograms,5640047.083333333
05_products_of_animal_origin_nes,1997,Weight in kilograms,6724799.7
05_products_of_animal_origin_nes,1998,Weight in kilograms,5342674.692307692
05_products_of_animal_origin_nes,1999,Weight in kilograms,5298620.0
05_products_of_animal_origin_nes,2000,No Quantity,88528.0
05_products_of_animal_origin_nes,2000,Weight in kilograms,6368999.916666667
05_products_of_animal_origin_nes,2001,No Quantity,88899.0
05_products_of_animal_origin_nes,2001,Weight in kilograms,5902572.571428572
05_products_of_animal_origin_nes,2002,No Quantity,128092.0
05_products_of_animal_origin_nes,2002,Weight in kilograms,6839571.142857143
05_products_of_animal_origin_nes,2003,No Quantity,219456.0
05_products_of_animal_origin_nes,2003,Weight in kilograms,8606048.133333333
05_products_of_animal_origin_nes,2004,No Quantity,378813.0
05_products_of_animal_origin_nes,2004,Weight in kilograms,11528233.538461538
05_products_of_animal_origin_nes,2005,No Quantity,462132.0
05_products_of_animal_origin_nes,2005,Weight in kilograms,12329194.142857144
05_products_of_animal_origin_nes,2006,No Quantity,479381.0
05_products_of_animal_origin_nes,2006,Weight in kilograms,15631769.083333334
05_products_of_animal_origin_nes,2007,No Quantity,908512.0
05_products_of_animal_origin_nes,2007,Weight in kilograms,22696247.5
05_products_of_animal_origin_nes,2008,No Quantity,1893803.0
05_products_of_animal_origin_nes,2008,Weight in kilograms,31545509.833333332
05_products_of_animal_origin_nes,2009,No Quantity,964151.0
05_products_of_animal_origin_nes,2009,Weight in kilograms,35468533.54545455
05_products_of_animal_origin_nes,2010,No Quantity,1452037.0
05_products_of_animal_origin_nes,2010,Weight in kilograms,37359930.25
05_products_of_animal_origin_nes,2011,No Quantity,1370506.0
05_products_of_animal_origin_nes,2011,Weight in kilograms,42941157.75
05_products_of_animal_origin_nes,2012,No Quantity,1505845.0
05_products_of_animal_origin_nes,2012,Weight in kilograms,47846501.666666664
05_products_of_animal_origin_nes,2013,No Quantity,1186742.0
05_products_of_animal_origin_nes,2013,Weight in kilograms,53154189.0
05_products_of_animal_origin_nes,2014,No Quantity,1369787.0
05_products_of_animal_origin_nes,2014,Weight in kilograms,58711358.54545455
05_products_of_animal_origin_nes,2015,No Quantity,1408763.0
05_products_of_animal_origin_nes,2015,Weight in kilograms,40492344.27272727
05_products_of_animal_origin_nes,2016,No Quantity,847647.0
05_products_of_animal_origin_nes,2016,Weight in kilograms,41592023.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1989,Weight in kilograms,682199.2727272727
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1990,Weight in kilograms,1000028.2
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1991,Weight in kilograms,1264522.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1992,Weight in kilograms,1517444.0909090908
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1993,Weight in kilograms,1469041.888888889
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1994,Weight in kilograms,1579364.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1995,Weight in kilograms,1737962.75
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1996,Weight in kilograms,1481913.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1997,Weight in kilograms,1375618.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1998,Weight in kilograms,1204208.4
06_live_trees_plants_bulbs_roots_cut_flowers_etc,1999,Weight in kilograms,1458179.3333333333
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2000,Number of items,657647.4
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2000,Weight in kilograms,1453718.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2001,Number of items,1151354.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2001,Weight in kilograms,1715477.6666666667
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2002,Number of items,1023665.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2002,Weight in kilograms,2006518.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2003,Number of items,2404061.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2003,Weight in kilograms,2765050.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2004,Number of items,1412255.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2004,Weight in kilograms,4927043.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2005,Number of items,2316607.3333333335
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2005,Weight in kilograms,4138199.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2006,Number of items,3504855.6666666665
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2006,Weight in kilograms,4362916.8
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2007,Number of items,4687807.666666667
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2007,Weight in kilograms,3535828.1666666665
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2008,Number of items,3198292.2
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2008,Weight in kilograms,3920956.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2009,Number of items,3642001.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2009,Weight in kilograms,3391329.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2010,Number of items,3575229.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2010,Weight in kilograms,2890596.4
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2011,Number of items,4345092.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2011,Weight in kilograms,1817613.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2012,Number of items,3039497.2
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2012,Weight in kilograms,2709108.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2013,Number of items,3282644.5
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2013,Weight in kilograms,2698678.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2014,Number of items,3424260.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2014,Weight in kilograms,2528759.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2015,Number of items,2123178.0
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2015,Weight in kilograms,2043270.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2016,Number of items,1534993.25
06_live_trees_plants_bulbs_roots_cut_flowers_etc,2016,Weight in kilograms,1754075.0
07_edible_vegetables_and_certain_roots_and_tubers,1989,Weight in kilograms,182289.37142857144
07_edible_vegetables_and_certain_roots_and_tubers,1990,Weight in kilograms,165241.11111111112
07_edible_vegetables_and_certain_roots_and_tubers,1991,Weight in kilograms,252174.7857142857
07_edible_vegetables_and_certain_roots_and_tubers,1992,Weight in kilograms,293143.86486486485
07_edible_vegetables_and_certain_roots_and_tubers,1993,Weight in kilograms,261062.51111111112
07_edible_vegetables_and_certain_roots_and_tubers,1994,Weight in kilograms,206683.09677419355
07_edible_vegetables_and_certain_roots_and_tubers,1995,Weight in kilograms,325105.4117647059
07_edible_vegetables_and_certain_roots_and_tubers,1996,Weight in kilograms,344519.97222222225
07_edible_vegetables_and_certain_roots_and_tubers,1997,Weight in kilograms,215143.914893617
07_edible_vegetables_and_certain_roots_and_tubers,1998,Weight in kilograms,368981.32558139536
07_edible_vegetables_and_certain_roots_and_tubers,1999,Weight in kilograms,621729.7045454546
07_edible_vegetables_and_certain_roots_and_tubers,2000,Weight in kilograms,484393.67391304346
07_edible_vegetables_and_certain_roots_and_tubers,2001,Weight in kilograms,439930.9130434783
07_edible_vegetables_and_certain_roots_and_tubers,2002,Weight in kilograms,500901.71428571426
07_edible_vegetables_and_certain_roots_and_tubers,2003,Weight in kilograms,303768.73913043475
07_edible_vegetables_and_certain_roots_and_tubers,2004,Weight in kilograms,330348.4090909091
07_edible_vegetables_and_certain_roots_and_tubers,2005,Weight in kilograms,308749.92156862747
07_edible_vegetables_and_certain_roots_and_tubers,2006,Weight in kilograms,429749.53658536583
07_edible_vegetables_and_certain_roots_and_tubers,2007,Weight in kilograms,1239169.261904762
07_edible_vegetables_and_certain_roots_and_tubers,2008,Weight in kilograms,610963.5945945946
07_edible_vegetables_and_certain_roots_and_tubers,2009,Weight in kilograms,962066.1538461539
07_edible_vegetables_and_certain_roots_and_tubers,2010,Weight in kilograms,398462.9166666667
07_edible_vegetables_and_certain_roots_and_tubers,2011,Weight in kilograms,985054.5789473684
07_edible_vegetables_and_certain_roots_and_tubers,2012,Weight in kilograms,1273096.2
07_edible_vegetables_and_certain_roots_and_tubers,2013,Weight in kilograms,1185876.6129032257
07_edible_vegetables_and_certain_roots_and_tubers,2014,Weight in kilograms,1655043.945945946
07_edible_vegetables_and_certain_roots_and_tubers,2015,Weight in kilograms,2874320.4375
07_edible_vegetables_and_certain_roots_and_tubers,2016,Weight in kilograms,1559953.2105263157
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1989,Weight in kilograms,5138850.194444444
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1990,Weight in kilograms,5713859.363636363
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1991,Weight in kilograms,5930555.666666667
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1992,Weight in kilograms,7765537.857142857
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1993,Weight in kilograms,7427157.0
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1994,Weight in kilograms,7888857.352941177
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1995,Weight in kilograms,8961029.677419355
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1996,Weight in kilograms,9260556.03125
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1997,Weight in kilograms,7921180.894736842
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1998,Weight in kilograms,7513584.974358974
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,1999,Weight in kilograms,8307014.205128205
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2000,Weight in kilograms,8609650.65116279
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2001,Weight in kilograms,7961009.090909091
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2002,Weight in kilograms,8690313.069767442
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2003,Weight in kilograms,12379778.707317073
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2004,Weight in kilograms,12997900.608695652
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2005,Weight in kilograms,15134914.377777778
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2006,Weight in kilograms,16279502.604651162
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2007,Weight in kilograms,22325941.85365854
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2008,Weight in kilograms,21458089.111111112
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2009,Weight in kilograms,18666734.227272727
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2010,Weight in kilograms,19026113.304347824
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2011,Weight in kilograms,20423649.136363637
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2012,Weight in kilograms,20834588.14634146
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2013,Weight in kilograms,22028697.210526317
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2014,Weight in kilograms,20289020.17948718
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2015,Weight in kilograms,22980038.611111112
08_edible_fruit_nuts_peel_of_citrus_fruit_melons,2016,Weight in kilograms,20018717.55
09_coffee_tea_mate_and_spices,1989,Weight in kilograms,78523780.71428572
09_coffee_tea_mate_and_spices,1990,Weight in kilograms,54090826.59090909
09_coffee_tea_mate_and_spices,1991,Weight in kilograms,59026859.32
09_coffee_tea_mate_and_spices,1992,Weight in kilograms,38755178.777777776
09_coffee_tea_mate_and_spices,1993,Weight in kilograms,45899630.72
09_coffee_tea_mate_and_spices,1994,Weight in kilograms,92588276.64
09_coffee_tea_mate_and_spices,1995,Weight in kilograms,74332005.82142857
09_coffee_tea_mate_and_spices,1996,Weight in kilograms,83163897.31818181
09_coffee_tea_mate_and_spices,1997,Weight in kilograms,105729499.33333333
09_coffee_tea_mate_and_spices,1998,No Quantity,8.0
09_coffee_tea_mate_and_spices,1998,Weight in kilograms,102512063.58333333
09_coffee_tea_mate_and_spices,1999,Weight in kilograms,94876529.88
09_coffee_tea_mate_and_spices,2000,Weight in kilograms,64664470.84615385
09_coffee_tea_mate_and_spices,2001,Weight in kilograms,49628792.518518515
09_coffee_tea_mate_and_spices,2002,Weight in kilograms,47549794.0
09_coffee_tea_mate_and_spices,2003,Weight in kilograms,45923046.19354839
09_coffee_tea_mate_and_spices,2004,Weight in kilograms,63063804.36666667
09_coffee_tea_mate_and_spices,2005,Weight in kilograms,88968877.36666666
09_coffee_tea_mate_and_spices,2006,Weight in kilograms,104155048.7
09_coffee_tea_mate_and_spices,2007,Weight in kilograms,116265229.58064516
09_coffee_tea_mate_and_spices,2008,Weight in kilograms,161981273.44444445
09_coffee_tea_mate_and_spices,2009,Weight in kilograms,142150423.9642857
09_coffee_tea_mate_and_spices,2010,Weight in kilograms,186161439.1724138
09_coffee_tea_mate_and_spices,2011,Weight in kilograms,297318504.21428573
09_coffee_tea_mate_and_spices,2012,Weight in kilograms,240909626.8
09_coffee_tea_mate_and_spices,2013,Weight in kilograms,198171036.8
09_coffee_tea_mate_and_spices,2014,Weight in kilograms,251386248.0
09_coffee_tea_mate_and_spices,2015,Weight in kilograms,223928772.03703704
09_coffee_tea_mate_and_spices,2016,Weight in kilograms,209123494.92
10_cereals,1989,Weight in kilograms,348963.7272727273
10_cereals,1990,Weight in kilograms,214969.57142857142
10_cereals,1991,Weight in kilograms,185957.44444444444
10_cereals,1992,Weight in kilograms,280289.75
10_cereals,1993,Weight in kilograms,524524.8571428572
10_cereals,1994,Weight in kilograms,257141.07142857142
10_cereals,1995,Weight in kilograms,847973.0
10_cereals,1996,Weight in kilograms,6969576.818181818
10_cereals,1997,Weight in kilograms,3899712.0
10_cereals,1998,Weight in kilograms,1207122.4285714286
10_cereals,1999,Weight in kilograms,1566052.2142857143
10_cereals,2000,Weight in kilograms,1181875.2142857143
10_cereals,2001,Weight in kilograms,36466893.64285714
10_cereals,2002,Weight in kilograms,18327683.933333334
10_cereals,2003,Weight in kilograms,29837134.64285714
10_cereals,2004,Weight in kilograms,55187958.666666664
10_cereals,2005,Weight in kilograms,13045029.266666668
10_cereals,2006,Weight in kilograms,40532747.4
10_cereals,2007,Weight in kilograms,127664187.375
10_cereals,2008,Weight in kilograms,128744571.33333333
10_cereals,2009,Weight in kilograms,109019077.2
10_cereals,2010,Weight in kilograms,173762972.06666666
10_cereals,2011,Weight in kilograms,268849836.3333333
10_cereals,2012,Weight in kilograms,435310040.46666664
10_cereals,2013,Weight in kilograms,441758775.6875
10_cereals,2014,Weight in kilograms,317013520.0714286
10_cereals,2015,Weight in kilograms,408923147.35714287
10_cereals,2016,Weight in kilograms,316124901.84615386
11_milling_products_malt_starches_inulin_wheat_glute,1989,Weight in kilograms,91620.54545454546
11_milling_products_malt_starches_inulin_wheat_glute,1990,Weight in kilograms,102931.26315789473
11_milling_products_malt_starches_inulin_wheat_glute,1991,Weight in kilograms,278301.06666666665
11_milling_products_malt_starches_inulin_wheat_glute,1992,Weight in kilograms,445951.25
11_milling_products_malt_starches_inulin_wheat_glute,1993,Weight in kilograms,367326.1
11_milling_products_malt_starches_inulin_wheat_glute,1994,Weight in kilograms,280140.1304347826
11_milling_products_malt_starches_inulin_wheat_glute,1995,Weight in kilograms,542797.8181818182
11_milling_products_malt_starches_inulin_wheat_glute,1996,Weight in kilograms,573293.375
11_milling_products_malt_starches_inulin_wheat_glute,1997,Weight in kilograms,506019.8695652174
11_milling_products_malt_starches_inulin_wheat_glute,1998,Weight in kilograms,517936.1304347826
11_milling_products_malt_starches_inulin_wheat_glute,1999,Weight in kilograms,362496.3703703704
11_milling_products_malt_starches_inulin_wheat_glute,2000,Weight in kilograms,370828.1538461539
11_milling_products_malt_starches_inulin_wheat_glute,2001,Weight in kilograms,341197.5483870968
11_milling_products_malt_starches_inulin_wheat_glute,2002,Weight in kilograms,578218.5769230769
11_milling_products_malt_starches_inulin_wheat_glute,2003,Weight in kilograms,855527.64
11_milling_products_malt_starches_inulin_wheat_glute,2004,Weight in kilograms,803457.32
11_milling_products_malt_starches_inulin_wheat_glute,2005,Weight in kilograms,911703.4642857143
11_milling_products_malt_starches_inulin_wheat_glute,2006,Weight in kilograms,1379452.3461538462
11_milling_products_malt_starches_inulin_wheat_glute,2007,Weight in kilograms,2002772.2692307692
