year,category,commodity,trade_usd
1988,41_raw_hides_and_skins_other_than_furskins_and_leather,Sheep or lamb skins, raw, wool on, except Persian etc,11.0
1988,42_articles_of_leather_animal_gut_harness_travel_good,Saddlery and harness, of any material,151.0
1988,43_furskins_and_artificial_fur_manufactures_thereof,Raw rabbit or hare furskins, whole,9.0
1988,44_wood_and_articles_of_wood_wood_charcoal,Logs, Oak (Quercus spp),381.0
1988,45_cork_and_articles_of_cork,Corks and stoppers, natural cork,45.0
1988,46_manufactures_of_plaiting_material_basketwork_etc,Mats, matting and screens, vegetable plaiting materia,7.0
1988,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc,Waste, scrap of paper, board of bleached chemical pul,1.0
1988,48_paper_paperboard_articles_of_pulp_paper_and_board,Paper tablecloths and serviettes,454.0
1988,49_printed_books_newspapers_pictures_etc,Plans and drawings for architectural etc use,6.0
1988,50_silk,Yarn spun from silk waste, not retail,75.0
1988,51_wool_animal_hair_horsehair_yarn_and_fabric_thereof,Fine animal hair, carded or combed,62.0
1988,52_cotton,Denim cotton nes, <85% +manmade fibre, >200g/m2,7.0
1988,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri,True hemp fibre, raw or retted,4.0
1988,54_manmade_filaments,Woven fabric of hi-ten filament yarns of viscose rayo,25.0
1988,55_manmade_staple_fibres,Woven twill >85% polyester + cotton,>170g/m2 yarn dye,70.0
1988,56_wadding_felt_nonwovens_yarns_twine_cordage_etc,Metallised yarn,153.0
1988,57_carpets_and_other_textile_floor_coverings,Carpets of manmade yarn, woven, not made up, nes,64.0
1988,58_special_woven_or_tufted_fabric_lace_tapestry_etc,Gauze, except cotton, > 30 cm wide,21.0
1988,59_impregnated_coated_or_laminated_textile_fabric,Rubberised textile knit or crochet fabric,52.0
1988,60_knitted_or_crocheted_fabric,Pile knit or crochet fabric, of manmade fibres, nes,169.0
1988,61_articles_of_apparel_accessories_knit_or_crochet,Womens, girls nightdress, pyjamas, material nes, knit,122.0
1988,62_articles_of_apparel_accessories_not_knit_or_crochet,Womens, girls anoraks etc of wool or hair, not knit,390.0
1988,63_other_made_textile_articles_sets_worn_clothing_etc,Table linen, of flax, not knit,487.0
1988,64_footwear_gaiters_and_the_like_parts_thereof,Footwear, nes, uppers leather,82.0
1988,65_headgear_and_parts_thereof,Hair-nets of any material,19.0
1988,66_umbrellas_walking_sticks_seat_sticks_whips_etc,Handles, knobs for umbrellas, walking sticks, etc,127.0
1988,67_bird_skin_feathers_artificial_flowers_human_hair,Worked human hair, wool or animal hair, for wig makin,242.0
1988,68_stone_plaster_cement_asbestos_mica_etc_articles,Cut or sawn slabs of stone nes,26.0
1988,69_ceramic_products,Tableware and kitchenware of porcelain or china,207.0
1988,70_glass_and_glassware,Float glass etc in sheets, wired,156.0
1988,71_pearls_precious_stones_metals_coins_etc,Cuff-links and studs of base metal, plated or not,57.0
1988,72_iron_and_steel,Ferrous products from direct reduction of iron ore,337.0
1988,73_articles_of_iron_or_steel,Needles, sewing, darning or embroidery, iron or steel,29.0
1988,74_copper_and_articles_thereof,Copper washers, including spring washers,141.0
1988,75_nickel_and_articles_thereof,Bars, rods and profiles, nickel, not alloyed,8.0
1988,76_aluminium_and_articles_thereof,Articles of aluminium, nes,175.0
1988,78_lead_and_articles_thereof,Lead refined unwrought,29.0
1988,79_zinc_and_articles_thereof,Zinc powders and flakes,20.0
1988,80_tin_and_articles_thereof,Tin waste or scrap,24.0
1988,81_other_base_metals_cermets_articles_thereof,Magnesium unwrought nes,12.0
1988,82_tools_implements_cutlery_etc_of_base_metal,Mattocks, picks, hoes and rakes,790.0
1988,83_miscellaneous_articles_of_base_metal,Keys, including blanks for keys, of base metal,173.0
1988,85_electrical_electronic_equipment,Colour cathode-ray television picture tubes, monitors,436.0
1988,86_railway_tramway_locomotives_rolling_stock_equipmen,Air brakes, parts for railway rolling stock,334.0
1988,87_vehicles_other_than_railway_tramway,Fire fighting vehicles,278.0
1988,88_aircraft_spacecraft_and_parts_thereof,Gliders, hang gliders,237.0
1988,89_ships_boats_and_other_floating_structures,Refrigerated vessels other than tankers,2.0
1988,90_optical_photo_technical_medical_etc_apparatus,Sheets/plates of polarising material,401.0
1988,91_clocks_and_watches_and_parts_thereof,Watch movements, complete and assembled, nes, <33.8mm,12.0
1988,92_musical_instruments_parts_and_accessories,Harmoniums, pipe organs, etc,132.0
1988,93_arms_and_ammunition_parts_and_accessories_thereof,Arms nes, (spring/air/gas guns, truncheons, etc),164.0
1988,94_furniture_lighting_signs_prefabricated_buildings,Mattress supports,151.0
1988,95_toys_games_sports_requisites,Reduced-size (scale) models, kits, except trains,62.0
1988,96_miscellaneous_manufactured_articles,Pen nibs, nib points nes,9.0
1988,97_works_of_art_collectors_pieces_and_antiques,Original engravings, prints and lithographs,490.0
1988,99_commodities_not_specified_according_to_kind,Commodities not specified according to kind,721084.0
1988,all_commodities,ALL COMMODITIES,57281728.0
1989,01_live_animals,Horses, live pure-bred breeding,1.0
1989,02_meat_and_edible_meat_offal,Horse, ass, mule, hinny meat, fresh, chilled or froze,8.0
1989,03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,Trout, frozen, whole,20.0
1989,04_dairy_products_eggs_honey_edible_animal_product_nes,Egg yolks dried,15.0
1989,05_products_of_animal_origin_nes,Hair & waste of badger and of other brush making hair,45.0
1989,06_live_trees_plants_bulbs_roots_cut_flowers_etc,Bulbs, tubers, corms, crowns and rhizomes, dormant,6.0
1989,07_edible_vegetables_and_certain_roots_and_tubers,Mushrooms, fresh or chilled,4.0
1989,08_edible_fruit_nuts_peel_of_citrus_fruit_melons,Fruits and nuts (uncooked, steamed, boiled) frozen,ne,14.0
1989,09_coffee_tea_mate_and_spices,Coffee, not roasted, decaffeinated,15.0
1989,10_cereals,Oats,1.0
1989,11_milling_products_malt_starches_inulin_wheat_glute,Wheat or meslin flour,12.0
1989,12_oil_seed_oleagic_fruits_grain_seed_fruit_etc_ne,Locust beans, locust seeds,6.0
1989,13_lac_gums_resins_vegetable_saps_and_extracts_nes,Pyrethrum, roots containing rotenone, extracts,14.0
1989,14_vegetable_plaiting_materials_vegetable_products_nes,Vegetable materials nes, used primarily for plaiting,19.0
1989,15_animal_vegetable_fats_and_oils_cleavage_products_et,Vegetable waxes except triglycerides,2.0
1989,16_meat_fish_and_seafood_food_preparations_nes,Fowl, duck,goose, offal, prepared, preserved not live,1.0
1989,17_sugars_and_sugar_confectionery,Raw sugar, cane,3.0
1989,18_cocoa_and_cocoa_preparations,Cocoa powder, unsweetened,10.0
1989,19_cereal_flour_starch_milk_preparations_and_products,Couscous,10.0
1989,20_vegetable_fruit_nut_etc_food_preparations,Homogenized vegetable preparations, not frozen/vinega,4.0
1989,21_miscellaneous_edible_preparations,Ice cream and other edible ice,15.0
1989,22_beverages_spirits_and_vinegar,Mineral and aerated waters not sweetened or flavoured,6.0
1989,23_residues_wastes_of_food_industry_animal_fodder,Maize bran, sharps, other residues,6.0
1989,24_tobacco_and_manufactured_tobacco_substitutes,Tobacco refuse,12.0
1989,25_salt_sulphur_earth_stone_plaster_lime_and_cement,Calcined dolomite,8.0
1989,26_ores_slag_and_ash,Copper ores and concentrates,11.0
1989,27_mineral_fuels_oils_distillation_products_etc,Paraffin wax containing <0.75% oil,3.0
1989,28_inorganic_chemicals_precious_metal_compound_isotope,Borates of metals except refined borax,5.0
1989,29_organic_chemicals,1,2,3,4,5,6-hexachlorocyclohexane,6.0
1989,30_pharmaceutical_products,First-aid boxes and kits,9.0
1989,31_fertilizers,Potassium sulphate, in packs >10 kg,1.0
1989,32_tanning_dyeing_extracts_tannins_derivs_pigments_et,Wattle tanning extract,41.0
1989,33_essential_oils_perfumes_cosmetics_toileteries,Essential oils of geranium,7.0
1989,34_soaps_lubricants_waxes_candles_modelling_pastes,Soaps, for toilet use, solid,9.0
1989,35_albuminoids_modified_starches_glues_enzymes,Egg albumin,20.0
1989,36_explosives_pyrotechnics_matches_pyrophorics_etc,Lighter refill fuels (pack < 300 cc),16.0
1989,37_photographic_or_cinematographic_goods,Instant print film, rolls,20.0
1989,38_miscellaneous_chemical_products,Compound plasticisers for rubber or plastic, nes,10.0
1989,39_plastics_and_articles_thereof,Plastic spools, cops, bobbins and similar supports,31.0
1989,40_rubber_and_articles_thereof,Solid or cushioned tyres, interchangeable treads,20.0
1989,41_raw_hides_and_skins_other_than_furskins_and_leather,Sheep or lamb skin leather, tanned or retanned, nes,10.0
1989,42_articles_of_leather_animal_gut_harness_travel_good,Containers nes, outer surface of leather,6.0
1989,43_furskins_and_artificial_fur_manufactures_thereof,Artificial fur and articles thereof,10.0
1989,44_wood_and_articles_of_wood_wood_charcoal,Poles, piles etc, non-coniferous, pointed, not sawn,6.0
1989,45_cork_and_articles_of_cork,Natural cork, raw or simply prepared,34.0
1989,46_manufactures_of_plaiting_material_basketwork_etc,Plaited vegetable material articles not mats or scree,6.0
1989,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc,Mechanical pulps of other fibrous material,19.0
1989,48_paper_paperboard_articles_of_pulp_paper_and_board,Wallpaper, covered one side with plaiting material,9.0
1989,49_printed_books_newspapers_pictures_etc,Printed matter, nes,11.0
1989,50_silk,Silk-worm cocoons suitable for reeling,1.0
1989,51_wool_animal_hair_horsehair_yarn_and_fabric_thereof,Coarse animal hair, carded or combed,8.0
1989,52_cotton,Twill weave cotton <85% +manmade fibre, <200g bleache,5.0
1989,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri,True hemp fibre, raw or retted,2.0
1989,54_manmade_filaments,Yarn, polyester, part oriented, single, not retail,156.0
1989,55_manmade_staple_fibres,Yarn of acrylic staple fibres & cotton, not retail,5.0
1989,56_wadding_felt_nonwovens_yarns_twine_cordage_etc,Textile yarn/strip, rubber, plastic impregnated/coate,4.0
1989,57_carpets_and_other_textile_floor_coverings,Floor coverings of coconut fibres (coir),25.0
1989,58_special_woven_or_tufted_fabric_lace_tapestry_etc,Label, badge, etc, of woven textile not embroidered,19.0
1989,59_impregnated_coated_or_laminated_textile_fabric,Tyre cord fabric of viscose rayon,1.0
1989,60_knitted_or_crocheted_fabric,Knit or crochet fabric, width <30 cm, >5% elastomer,24.0
1989,61_articles_of_apparel_accessories_knit_or_crochet,Ties, bow ties and cravats, of textile material, knit,3.0
1989,62_articles_of_apparel_accessories_not_knit_or_crochet,Mens, boys underpants or briefs, of cotton, not knit,8.0
1989,63_other_made_textile_articles_sets_worn_clothing_etc,Textile furnishing articles nes, knit or crochet,60.0
1989,64_footwear_gaiters_and_the_like_parts_thereof,Footwear, sole/upper rubber/plastic,metal toe-cap nes,19.0
1989,65_headgear_and_parts_thereof,Hats, plaited or made by assembling strips of materia,5.0
1989,66_umbrellas_walking_sticks_seat_sticks_whips_etc,Umbrellas nes, not with telescopic shaft,10.0
1989,67_bird_skin_feathers_artificial_flowers_human_hair,Complete wigs of synthetic textile materials,18.0
1989,68_stone_plaster_cement_asbestos_mica_etc_articles,Articles of peat,66.0
1989,69_ceramic_products,Ceramic housewares, except of porcelain or china,3.0
1989,70_glass_and_glassware,Glass table or kitchenware, except low expansion glas,32.0
1989,71_pearls_precious_stones_metals_coins_etc,Waste or scrap containing gold as sole precious metal,8.0
1989,72_iron_and_steel,Semi-finished bars, iron or non-alloy steel <0.25%C, rectangular, nes,5.0
1989,73_articles_of_iron_or_steel,Cotters and cotter-pins, iron or steel,89.0
1989,74_copper_and_articles_thereof,Pipes or tubes, refined copper,40.0
1989,75_nickel_and_articles_thereof,Bars, rods and profiles, nickel alloy,7.0
1989,76_aluminium_and_articles_thereof,Wire, aluminium, not alloyed, t > 7mm,1.0
1989,78_lead_and_articles_thereof,Lead powders and flakes,23.0
1989,79_zinc_and_articles_thereof,Zinc fabricated building components (gutters,etc),5.0
1989,80_tin_and_articles_thereof,Tin powder and flakes,15.0
1989,81_other_base_metals_cermets_articles_thereof,Magnesium waste or scrap,3.0
1989,82_tools_implements_cutlery_etc_of_base_metal,Blades for knives for hand use,75.0
1989,83_miscellaneous_articles_of_base_metal,Lock parts, etc, of base metal,,6.0
1989,85_electrical_electronic_equipment,Electric capacitors, fixed, ceramic, single layer,454.0
1989,86_railway_tramway_locomotives_rolling_stock_equipmen,Brakes except air, parts for railway rolling stock,44.0
1989,87_vehicles_other_than_railway_tramway,Bicycle parts nes,168.0
1989,88_aircraft_spacecraft_and_parts_thereof,Flight simulators, parts thereof,110.0
1989,89_ships_boats_and_other_floating_structures,Fishing vessels and factory ships,122.0
1989,90_optical_photo_technical_medical_etc_apparatus,Optical instruments and appliances, nes,49.0
1989,91_clocks_and_watches_and_parts_thereof,Rough movements of watches,18.0
1989,92_musical_instruments_parts_and_accessories,Mechanisms for musical boxes,6.0
1989,93_arms_and_ammunition_parts_and_accessories_thereof,Cartridges nes, parts thereof,27.0
1989,94_furniture_lighting_signs_prefabricated_buildings,Mattress supports,29.0
1989,95_toys_games_sports_requisites,Articles for Christmas festivities,2.0
1989,96_miscellaneous_manufactured_articles,Parts of lighters, other than flints/wicks,7.0
1989,97_works_of_art_collectors_pieces_and_antiques,Collections and collectors pieces,3.0
1989,99_commodities_not_specified_according_to_kind,Commodities not specified according to kind,123917.0
1989,all_commodities,ALL COMMODITIES,34047480.0
1990,01_live_animals,Horses, live except pure-bred breeding,19.0
1990,02_meat_and_edible_meat_offal,Swine meat, salted/dried/smoked not ham/shoulder/bell,10.0
1990,03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,Fish fillets, dried, salted or in brine, not smoked,8.0
1990,04_dairy_products_eggs_honey_edible_animal_product_nes,Fresh cheese, unfermented whey cheese, curd,6.0
1990,05_products_of_animal_origin_nes,Hair, human, unworked, waste of human hair,1.0
1990,06_live_trees_plants_bulbs_roots_cut_flowers_etc,Trees, edible fruit or nut, shrubs and bushes,10.0
1990,07_edible_vegetables_and_certain_roots_and_tubers,Sweet corn, frozen, uncooked steamed or boiled,3.0
1990,08_edible_fruit_nuts_peel_of_citrus_fruit_melons,Black, white or red currants and gooseberries, fresh,5.0
1990,09_coffee_tea_mate_and_spices,Tea, black (fermented or partly) in packages > 3 kg,3.0
1990,10_cereals,Barley,1.0
1990,11_milling_products_malt_starches_inulin_wheat_glute,Wheat gluten,5.0
1990,12_oil_seed_oleagic_fruits_grain_seed_fruit_etc_ne,Apricot, peach and plum stones & kernels, human food,8.0
1990,13_lac_gums_resins_vegetable_saps_and_extracts_nes,Pectic substances, pectinates, pectates,9.0
1990,14_vegetable_plaiting_materials_vegetable_products_nes,Bamboos used primarily for plaiting,2.0
1990,15_animal_vegetable_fats_and_oils_cleavage_products_et,Margarine, except liquid margarine,6.0
1990,16_meat_fish_and_seafood_food_preparations_nes,Homogenized preparations of meat and meat offal,3.0
1990,17_sugars_and_sugar_confectionery,Refined sugar, in solid form, flavoured or coloured,3.0
1990,18_cocoa_and_cocoa_preparations,Cocoa shells, husks, skins and waste,13.0
1990,19_cereal_flour_starch_milk_preparations_and_products,Uncooked pasta, not stuffed or prepared, without eggs,2.0
1990,20_vegetable_fruit_nut_etc_food_preparations,Strawberries, otherwise prepared or preserved,2.0
1990,21_miscellaneous_edible_preparations,Chicory & other coffee substitutes, roasted & product,1.0
1990,22_beverages_spirits_and_vinegar,Ice, snow and potable water not sweetened or flavoure,3.0
1990,23_residues_wastes_of_food_industry_animal_fodder,Wheat bran, sharps, other residues,7.0
1990,24_tobacco_and_manufactured_tobacco_substitutes,Cigars, cheroots, cigarettes, with tobacco substitute,6.0
1990,25_salt_sulphur_earth_stone_plaster_lime_and_cement,Natural steatite, crushed or powdered,3.0
1990,26_ores_slag_and_ash,Ash or residues containing mainly copper,2.0
1990,27_mineral_fuels_oils_distillation_products_etc,Natural gas in gaseous state,2.0
1990,28_inorganic_chemicals_precious_metal_compound_isotope,Fluorides of ammonium or of sodium,2.0
1990,29_organic_chemicals,Dimethyl terephthalate,11.0
1990,30_pharmaceutical_products,Hormones nes, no antibiotics, bulk, not contraceptive,8.0
1990,31_fertilizers,Sodium nitrate, in packs >10 kg,1.0
1990,32_tanning_dyeing_extracts_tannins_derivs_pigments_et,Colour lakes, preparations based thereon,30.0
1990,33_essential_oils_perfumes_cosmetics_toileteries,Essential oils of jasmin,2.0
1990,34_soaps_lubricants_waxes_candles_modelling_pastes,Organic surface-active agents, nes,6.0
1990,35_albuminoids_modified_starches_glues_enzymes,Egg albumin,4.0
1990,36_explosives_pyrotechnics_matches_pyrophorics_etc,Matches,13.0
1990,37_photographic_or_cinematographic_goods,Instant print film, rolls,23.0
1990,38_miscellaneous_chemical_products,Supported catalysts, nickel based,15.0
1990,39_plastics_and_articles_thereof,Sheet etc, cellular of polymers of vinyl chloride,1.0
1990,40_rubber_and_articles_thereof,Plate, sheet, strip of vulcanised non-cellular rubber,7.0
1990,41_raw_hides_and_skins_other_than_furskins_and_leather,Leather, of animals nes,4.0
1990,42_articles_of_leather_animal_gut_harness_travel_good,Trunks, suit-cases, etc, outer surface plastic/textil,5.0
1990,43_furskins_and_artificial_fur_manufactures_thereof,Raw furskin pieces (e.g. heads, tails, paws),4.0
1990,44_wood_and_articles_of_wood_wood_charcoal,Poles, piles etc, non-coniferous, pointed, not sawn,20.0
1990,45_cork_and_articles_of_cork,Natural cork, debacked, roughly squared, in blocks et,9.0
1990,46_manufactures_of_plaiting_material_basketwork_etc,Basketwork and wickerwork products, non-vegetable,5.0
1990,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc,Waste or scrap of paper or board of mechanical pulp,13.0
1990,48_paper_paperboard_articles_of_pulp_paper_and_board,Albums for samples or for collections, of paper,6.0
1990,49_printed_books_newspapers_pictures_etc,Pictures, designs and photographs,18.0
1990,50_silk,Silk yarn retail, silk worm gut,6.0
1990,51_wool_animal_hair_horsehair_yarn_and_fabric_thereof,Yarn of carded wool, >85% wool, not retail,6.0
1990,52_cotton,Cotton waste, except garnetted stock,18.0
1990,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri,Yarn of jute, textile bast fibre nes, multiple, cable,3.0
1990,54_manmade_filaments,Textured yarn nes, nylon, polyamide >50dtex not retai,1.0
1990,55_manmade_staple_fibres,Woven twill >85% polyester+cotton, >170g/m2 unbl/blch,13.0
1990,56_wadding_felt_nonwovens_yarns_twine_cordage_etc,Metallised yarn,1.0
1990,57_carpets_and_other_textile_floor_coverings,Floor coverings of coconut fibres (coir),3.0
1990,58_special_woven_or_tufted_fabric_lace_tapestry_etc,Terry towelling etc, other than cotton, width > 30 cm,4.0
1990,59_impregnated_coated_or_laminated_textile_fabric,Gum or amylaceous covered textiles for book covers et,2.0
1990,60_knitted_or_crocheted_fabric,Warp knit fabric of other materials, nes,20.0
1990,61_articles_of_apparel_accessories_knit_or_crochet,Mens, boys shirts, of materials nes, knit,2.0
1990,62_articles_of_apparel_accessories_not_knit_or_crochet,Corselettes and parts thereof,1.0
1990,63_other_made_textile_articles_sets_worn_clothing_etc,Table linen, of textile knit or crochet materials,5.0
1990,64_footwear_gaiters_and_the_like_parts_thereof,Footwear, soles/uppers leather, strap instep & big to,6.0
1990,65_headgear_and_parts_thereof,Hat-forms, strip material, unshaped, no formed brim,10.0
1990,66_umbrellas_walking_sticks_seat_sticks_whips_etc,Handles, knobs for umbrellas, walking sticks, etc,10.0
1990,67_bird_skin_feathers_artificial_flowers_human_hair,Wigs, false beards, eyebrows etc, of other materials,2.0
1990,68_stone_plaster_cement_asbestos_mica_etc_articles,Asbestos paper, millboard and felt,6.0
1990,69_ceramic_products,Refractory ceramic articles nes,1.0
1990,70_glass_and_glassware,Articles of glass except jewellery nes, toy glass eye,3.0
1990,71_pearls_precious_stones_metals_coins_etc,Jewellery and parts of precious metal except silver,4.0
1990,72_iron_and_steel,Hot rolled iron or non-alloy steel, width <600mm, t >4.75mm, myp 355,27.0
1990,73_articles_of_iron_or_steel,Railway/tramway switch/crossing material, iron/steel,2.0
1990,74_copper_and_articles_thereof,Copper/copper alloy waste or scrap,15.0
1990,75_nickel_and_articles_thereof,Bars, rods and profiles, nickel, not alloyed,8.0
1990,76_aluminium_and_articles_thereof,Pure aluminium plate, sheet, strip nes, t >0.2mm,3.0
1990,78_lead_and_articles_thereof,Articles of lead nes,3.0
1990,79_zinc_and_articles_thereof,Zinc plates, sheets, strip and foil,2.0
1990,80_tin_and_articles_thereof,Tin articles nes,3.0
1990,81_other_base_metals_cermets_articles_thereof,Vanadium, articles thereof, waste or scrap/powders,1.0
1990,82_tools_implements_cutlery_etc_of_base_metal,Pipe-cutters, bolt croppers, perforating punches etc.,1.0
1990,83_miscellaneous_articles_of_base_metal,Office equipment of base metal eg filing cabinet, tra,5.0
1990,85_electrical_electronic_equipment,Automatic circuit breakers for voltage 1-72.5 kV,778.0
1990,86_railway_tramway_locomotives_rolling_stock_equipmen,Railway tank cars,38.0
1990,87_vehicles_other_than_railway_tramway,Mufflers and exhaust pipes for motor vehicles,88.0
1990,88_aircraft_spacecraft_and_parts_thereof,Aircraft propellers, rotors and parts thereof,3.0
1990,89_ships_boats_and_other_floating_structures,Buoys, beacons, coffer-dams, pontoons, floats nes,55.0
1990,90_optical_photo_technical_medical_etc_apparatus,Cinematographic projectors for film of >16 mm width,436.0
1990,91_clocks_and_watches_and_parts_thereof,Clock or watch parts, nes,1.0
1990,92_musical_instruments_parts_and_accessories,Percussion musical instruments,14.0
1990,93_arms_and_ammunition_parts_and_accessories_thereof,Signal pistols, etc, humane killers, etc,2.0
1990,94_furniture_lighting_signs_prefabricated_buildings,Lamp and lighting fitting parts of plastics,8.0
1990,95_toys_games_sports_requisites,Articles for Christmas festivities,3.0
1990,96_miscellaneous_manufactured_articles,Slide fasteners with chain scoops of base metal,3.0
1990,97_works_of_art_collectors_pieces_and_antiques,Collages, similar decorative plaques,2.0
1990,99_commodities_not_specified_according_to_kind,Commodities not specified according to kind,148548.0
1990,all_commodities,ALL COMMODITIES,9353277.0
1991,01_live_animals,Poultry, live except domestic fowls, > 185 grams,1.0
1991,02_meat_and_edible_meat_offal,Swine cuts, fresh or chilled, nes,5.0
1991,03_fish_crustaceans_molluscs_aquatic_invertebrates_ne,Tunas nes, frozen, whole,6.0
1991,04_dairy_products_eggs_honey_edible_animal_product_nes,Cheese processed, not grated or powdered,3.0
1991,05_products_of_animal_origin_nes,Whalebone, horns, etc unworked or simply prepared nes,1.0
1991,06_live_trees_plants_bulbs_roots_cut_flowers_etc,Foliage,branches, for bouquets, etc. - fresh,3.0
1991,07_edible_vegetables_and_certain_roots_and_tubers,Onions, provisionally preserved,5.0
1991,08_edible_fruit_nuts_peel_of_citrus_fruit_melons,Guavas, mangoes and mangosteens, fresh or dried,3.0
1991,09_coffee_tea_mate_and_spices,Pepper of the genus Piper, whole,2.0
1991,10_cereals,Grain sorghum,4.0
1991,11_milling_products_malt_starches_inulin_wheat_glute,Wheat, starch,2.0
1991,12_oil_seed_oleagic_fruits_grain_seed_fruit_etc_ne,Castor oil seeds,8.0
1991,13_lac_gums_resins_vegetable_saps_and_extracts_nes,Pectic substances, pectinates, pectates,7.0
1991,14_vegetable_plaiting_materials_vegetable_products_nes,Vegetable hair used as stuffing or padding,5.0
1991,15_animal_vegetable_fats_and_oils_cleavage_products_et,Wool grease, crude,6.0
1991,16_meat_fish_and_seafood_food_preparations_nes,Sausages, similar products of meat, meat offal & bloo,9.0
1991,17_sugars_and_sugar_confectionery,Fructose, chemically pure,3.0
1991,18_cocoa_and_cocoa_preparations,Cocoa powder, unsweetened,2.0
1991,19_cereal_flour_starch_milk_preparations_and_products,Tapioca and tapioca substitutes,6.0
1991,20_vegetable_fruit_nut_etc_food_preparations,Peas, prepared or preserved, not frozen/vinegar,3.0
1991,21_miscellaneous_edible_preparations,Chicory & other coffee substitutes, roasted & product,1.0
1991,22_beverages_spirits_and_vinegar,Compound alcoholic preps for beverage manufacture,1.0
1991,23_residues_wastes_of_food_industry_animal_fodder,Bran, sharps and other residues of leguminous plants,2.0
1991,24_tobacco_and_manufactured_tobacco_substitutes,Cigars, cheroots, cigarettes, with tobacco substitute,3.0
1991,25_salt_sulphur_earth_stone_plaster_lime_and_cement,Pebbles, gravel, broken & crushed stone for aggregate,3.0
1991,26_ores_slag_and_ash,Ash or residues containing mainly lead,2.0
